region_name,region_code,year,poverty_line,mean,headcount,poverty_gap,poverty_severity,watts,population,pop_in_poverty
World,WLD,1996,1.9,10.874055,.29667422,.098886766,.047055647,.1404141,5789655178,1717641523
World,WLD,1996,3.2,10.874055,.51872295,.23000911,.12776554,.35533166,5789655178,3003227071
World,WLD,1996,5.5,10.874055,.67357779,.38874698,.25734636,.68179315,5789655178,3899783000
World,WLD,1997,1.9,11.014666,.29494646,.098762579,.047072127,.14024708,5872284397,1732009472
World,WLD,1997,3.2,11.014666,.51280653,.22827058,.12714848,.3530075,5872284397,3011345800
World,WLD,1997,5.5,11.014666,.66853553,.38530937,.25525382,.67616683,5872284397,3925830591
World,WLD,1998,1.9,11.151486,.29787788,.10049558,.047902498,.14232793,5954004340,1773566152
World,WLD,1998,3.2,11.151486,.51106989,.22945477,.12846705,.35531318,5954004340,3042912449
World,WLD,1998,5.5,11.151486,.66670531,.38502014,.25586876,.67717087,5954004340,3969566482
World,WLD,1999,1.9,11.2122,.28780234,.095870078,.045630645,.13625482,6034484369,1736738729
World,WLD,1999,3.2,11.2122,.50752681,.22389497,.12409541,.3455326,6034484369,3062662486
World,WLD,1999,5.5,11.2122,.66993672,.3819223,.25155038,.66750723,6034484369,4042722596
World,WLD,2000,1.9,11.507797,.27686521,.091747716,.043656956,.13060656,6114324044,1692843622
World,WLD,2000,3.2,11.507797,.49475694,.21652323,.11952221,.33344036,6114324044,3025104178
World,WLD,2000,5.5,11.507797,.65850806,.37234816,.24413379,.64850605,6114324044,4026331539
World,WLD,2001,1.9,11.727384,.26893035,.088364229,.041744243,.12637019,6193663732,1665664214
World,WLD,2001,3.2,11.727384,.48621652,.21105079,.11582354,.32508025,6193663732,3011461533
World,WLD,2001,5.5,11.727384,.65140331,.36584058,.23881143,.63585132,6193663732,4034572916
World,WLD,2002,1.9,11.879631,.25629234,.083118305,.038727324,.11835417,6272724236,1607651186
World,WLD,2002,3.2,11.879631,.47157779,.20211999,.10992435,.30985448,6272724236,2958077398
World,WLD,2002,5.5,11.879631,.64060026,.35534507,.23016778,.61363029,6272724236,4018308982
World,WLD,2003,1.9,12.041539,.24429861,.077714406,.035860144,.11100881,6351855732,1551749486
World,WLD,2003,3.2,12.041539,.46180224,.1942119,.10431854,.29643586,6351855732,2933301152
World,WLD,2003,5.5,12.041539,.63430732,.34748411,.22294405,.5958938,6351855732,4029028748
World,WLD,2004,1.9,12.29758,.22645305,.070480227,.032132227,.099229015,6431527221,1456438995
World,WLD,2004,3.2,12.29758,.44243041,.18179706,.096228369,.27424586,6431527221,2845503271
World,WLD,2004,5.5,12.29758,.61974293,.33327848,.21111459,.56454146,6431527221,3985893451
World,WLD,2005,1.9,12.634869,.20829123,.063526161,.028906383,.090084016,6511724848,1356335185
World,WLD,2005,3.2,12.634869,.42194045,.16917382,.088269286,.25481343,6511724848,2747560102
World,WLD,2005,5.5,12.634869,.60385215,.31849325,.19903339,.53531229,6511724848,3932118916
World,WLD,2006,1.9,12.994472,.20088388,.060646042,.027357006,.08444982,6592711655,1324369461
World,WLD,2006,3.2,12.994472,.41045418,.16352195,.084858209,.24372627,6592711655,2706006155
World,WLD,2006,5.5,12.994472,.59126407,.30994686,.19295137,.51785678,6592711655,3898033605
World,WLD,2007,1.9,13.463705,.1891651,.05648654,.02531754,.078171477,6674181848,1262522327
World,WLD,2007,3.2,13.463705,.39400718,.15519577,.07987158,.22998244,6674181848,2629675516
World,WLD,2007,5.5,13.463705,.57577169,.29837248,.18435796,.49532786,6674181848,3842805131
World,WLD,2008,1.9,13.545466,.18151776,.053658556,.023837602,.073821597,6757000414,1226515611
World,WLD,2008,3.2,13.545466,.38380882,.14981449,.076550268,.220943,6757000414,2593396334
World,WLD,2008,5.5,13.545466,.56523418,.29081836,.17877235,.48054191,6757000414,3819287706
World,WLD,2009,1.9,13.648278,.17342013,.050933171,.022653293,.070879221,6839553692,1186116344
World,WLD,2009,3.2,13.648278,.37263885,.14407356,.0732136,.21270657,6839553692,2548683420
World,WLD,2009,5.5,13.648278,.55638748,.28324842,.17301109,.46688527,6839553692,3805442068
World,WLD,2010,1.9,13.893891,.15911429,.046163693,.020437056,.063232504,6921854591,1101365958
World,WLD,2010,3.2,13.893891,.35300294,.13420103,.067423701,.19607982,6921854591,2443435085
World,WLD,2010,5.5,13.893891,.53825152,.2693207,.1627712,.43943992,6921854591,3725698946
World,WLD,2011,1.9,14.133967,.13712257,.04096457,.019377086,.09167105,7003760440,960373654
World,WLD,2011,3.2,14.133967,.3273021,.12066271,.060380884,.21102533,7003760440,2292345513
World,WLD,2011,5.5,14.133967,.52088457,.25245836,.14979535,.44254956,7003760440,3648150913
World,WLD,2012,1.9,14.317482,.12856904,.036984097,.016550347,.050721921,7089254548,911458651
World,WLD,2012,3.2,14.317482,.31447622,.11358629,.055645015,.16405065,7089254548,2229402068
World,WLD,2012,5.5,14.317482,.50782967,.24282324,.14243089,.38850176,7089254548,3600133880
World,WLD,2013,1.9,14.615659,.11222185,.032887291,.015025306,.045443218,7175500378,805247930
World,WLD,2013,3.2,14.615659,.28935766,.10207608,.049744006,.14699097,7175500378,2076286063
World,WLD,2013,5.5,14.615659,.48667637,.22609146,.13045347,.35831529,7175500378,3492146402
World,WLD,2014,1.9,14.828042,.10571782,.031209202,.014381735,.043327775,7261846543,767706566
World,WLD,2014,3.2,14.828042,.27713439,.096931018,.047169853,.13967568,7261846543,2012507470
World,WLD,2014,5.5,14.828042,.47347516,.21764921,.12482756,.34393516,7261846543,3438303964
World,WLD,2015,1.9,15.119928,.100647,.030096699,.013978764,.041984774,7347679005,739521855
World,WLD,2015,3.2,15.119928,.26475325,.092259862,.045066521,.13338383,7347679005,1945321896
World,WLD,2015,5.5,15.119928,.46084911,.20948219,.11957178,.33053982,7347679005,3386171351
World,WLD,2016,1.9,15.531969,.095565729,.029257417,.013806041,.040993318,7433569330,710394484
World,WLD,2016,3.2,15.531969,.25306365,.088064857,.04329085,.12784669,7433569330,1881166134
World,WLD,2016,5.5,15.531969,.44845784,.20188284,.11477374,.31816962,7433569330,3333642386
World,WLD,2017,1.9,15.828176,.091061637,.028408406,.01358688,.040241234,7519183459,684709170
World,WLD,2017,3.2,15.828176,.24247397,.084222898,.041627351,.12303577,7519183459,1823206253
World,WLD,2017,5.5,15.828176,.43998462,.19582275,.11075556,.30804732,7519183459,3308324974
World,WLD,2018,1.9,16.273642,.086345501,.027253971,.013134137,.038653687,7602454161,656437691
World,WLD,2018,3.2,16.273642,.23155554,.080053635,.0396761,.11712801,7602454161,1760390366
World,WLD,2018,5.5,16.273642,.4287388,.18855238,.10604278,.29591468,7602454161,3259467131
