region_name,region_code,year,poverty_line,mean,headcount,poverty_gap,poverty_severity,watts,population,pop_in_poverty
Latin America and the Caribbean,LAC,1994,5.5,10.418345,.47760448,.2257048,.14050671,.37310919,469644231,224304183
Latin America and the Caribbean,LAC,1995,1.9,10.576014,.1357348,.058483966,.036848143,.07900884,477568677,64822684
Latin America and the Caribbean,LAC,1995,3.2,10.576014,.27450937,.11766754,.071128599,.17729579,477568677,131097084
Latin America and the Caribbean,LAC,1995,5.5,10.576014,.47741529,.22778849,.14198087,.37324929,477568677,227998595
Latin America and the Caribbean,LAC,1996,1.9,10.386191,.15304871,.068639584,.044087023,.092648782,485457196,74298597
Latin America and the Caribbean,LAC,1996,3.2,10.386191,.29334354,.13119832,.081551678,.19935736,485457196,142405729
Latin America and the Caribbean,LAC,1996,5.5,10.386191,.492993,.24268256,.15517642,.40322486,485457196,239327001
Latin America and the Caribbean,LAC,1997,1.9,10.679422,.14428975,.063843295,.040604286,.085923858,493298596,71177927
Latin America and the Caribbean,LAC,1997,3.2,10.679422,.27901205,.12375643,.076301716,.18731365,493298596,137636259
Latin America and the Caribbean,LAC,1997,5.5,10.679422,.47748524,.23252487,.14737287,.38439462,493298596,235542798
Latin America and the Caribbean,LAC,1998,1.9,10.951435,.13705549,.060009286,.038107231,.079080828,501066882,68673964
Latin America and the Caribbean,LAC,1998,3.2,10.951435,.26573464,.11749804,.072096623,.17537259,501066882,133150826
Latin America and the Caribbean,LAC,1998,5.5,10.951435,.46802709,.22389942,.14075065,.36584702,501066882,234512866
Latin America and the Caribbean,LAC,1999,1.9,10.611516,.13870692,.060416881,.038402796,.080403455,508722113,70563277
Latin America and the Caribbean,LAC,1999,3.2,10.611516,.2719357,.11891761,.072789572,.17827342,508722113,138339705
Latin America and the Caribbean,LAC,1999,5.5,10.611516,.47340778,.22716221,.1426751,.37196681,508722113,240833011
Latin America and the Caribbean,LAC,2000,1.9,11.133677,.12782054,.056099754,.036181241,.073322058,516243206,65986481
Latin America and the Caribbean,LAC,2000,3.2,11.133677,.25185037,.11042411,.067725234,.16361362,516243206,130016041
Latin America and the Caribbean,LAC,2000,5.5,11.133677,.45287088,.2139632,.13337575,.34649846,516243206,233791507
Latin America and the Caribbean,LAC,2001,1.9,11.201482,.12542558,.053341694,.032717846,.077446379,523607404,65673762
Latin America and the Caribbean,LAC,2001,3.2,11.201482,.25042039,.10814773,.064859651,.16951469,523607404,131121972
Latin America and the Caribbean,LAC,2001,5.5,11.201482,.44987035,.21135679,.1308136,.35352489,523607404,235555440
Latin America and the Caribbean,LAC,2002,1.9,11.142061,.11897081,.047532801,.027560482,.070543207,530815630,63151566
Latin America and the Caribbean,LAC,2002,3.2,11.142061,.24752866,.10252417,.059264101,.16109762,530815630,131392079
Latin America and the Caribbean,LAC,2002,5.5,11.142061,.44766673,.20715941,.12576862,.34528437,530815630,237628500
Latin America and the Caribbean,LAC,2003,1.9,11.106997,.11423627,.045811921,.026806636,.068589263,537886747,61446177
Latin America and the Caribbean,LAC,2003,3.2,11.106997,.24136755,.099074021,.057210092,.15610141,537886747,129828409
Latin America and the Caribbean,LAC,2003,5.5,11.106997,.44241494,.20230068,.12214179,.33659312,537886747,237969136
Latin America and the Caribbean,LAC,2004,1.9,11.360447,.10361043,.040506344,.023370672,.058931295,544860548,56453236
Latin America and the Caribbean,LAC,2004,3.2,11.360447,.22358392,.08996468,.051214874,.13898903,544860548,121822058
Latin America and the Caribbean,LAC,2004,5.5,11.360447,.42514122,.18932645,.11251183,.30961037,544860548,231642676
Latin America and the Caribbean,LAC,2005,1.9,11.949456,.097947888,.039169587,.022944652,.058809999,551762594,54043983
Latin America and the Caribbean,LAC,2005,3.2,11.949456,.20770149,.08482933,.048961747,.13382934,551762594,114601911
Latin America and the Caribbean,LAC,2005,5.5,11.949456,.40041807,.17761351,.10585716,.29366285,551762594,220935723
Latin America and the Caribbean,LAC,2006,1.9,12.85181,.079739936,.031449996,.018200692,.046717398,558595432,44542366
Latin America and the Caribbean,LAC,2006,3.2,12.85181,.17838232,.069964245,.039716657,.10913214,558595432,99643548
Latin America and the Caribbean,LAC,2006,5.5,12.85181,.35962099,.15382957,.089464657,.2499416,558595432,200882634
Latin America and the Caribbean,LAC,2007,1.9,13.315011,.075624019,.030928729,.018502237,.046197981,565355787,42754475
Latin America and the Caribbean,LAC,2007,3.2,13.315011,.16734014,.066924289,.03866408,.10501436,565355787,94606715
Latin America and the Caribbean,LAC,2007,5.5,13.315011,.34225419,.14630733,.085416049,.23826697,565355787,193495390
Latin America and the Caribbean,LAC,2008,1.9,13.721471,.070622876,.028355286,.016836774,.041787606,572056189,40400255
Latin America and the Caribbean,LAC,2008,3.2,13.721471,.157608,.062397927,.035744209,.096931621,572056189,90160637
Latin America and the Caribbean,LAC,2008,5.5,13.721471,.32489002,.13765864,.079939671,.22266021,572056189,185855347
Latin America and the Caribbean,LAC,2009,1.9,13.734041,.066787966,.026519135,.015514131,.038169712,578710672,38650908
Latin America and the Caribbean,LAC,2009,3.2,13.734041,.15030484,.059063487,.033552323,.090501092,578710672,86983013
Latin America and the Caribbean,LAC,2009,5.5,13.734041,.32084763,.13331091,.076494366,.21306127,578710672,185677952
Latin America and the Caribbean,LAC,2010,1.9,14.195749,.060567487,.024496658,.014500297,.034985848,585220550,35445339
Latin America and the Caribbean,LAC,2010,3.2,14.195749,.13720195,.05394673,.030822098,.082437828,585220550,80293402
Latin America and the Caribbean,LAC,2010,5.5,14.195749,.30279288,.12343993,.070347868,.19618566,585220550,177200608
Latin America and the Caribbean,LAC,2011,1.9,14.741023,.055969648,.02274809,.013573962,.032201722,591858856,33126133
Latin America and the Caribbean,LAC,2011,3.2,14.741023,.12658229,.049846787,.028578879,.07586468,591858856,74918852
Latin America and the Caribbean,LAC,2011,5.5,14.741023,.28555882,.11502601,.065252654,.18195459,591858856,169010515
Latin America and the Caribbean,LAC,2012,1.9,15.388913,.047063895,.017197441,.0095972819,.021733027,598450003,28165389
Latin America and the Caribbean,LAC,2012,3.2,15.388913,.11824105,.042996965,.023037417,.060947042,598450003,70761355
Latin America and the Caribbean,LAC,2012,5.5,15.388913,.2710413,.10623359,.058134306,.161028,598450003,162204666
Latin America and the Caribbean,LAC,2013,1.9,15.800291,.042228118,.014858567,.0081871711,.018290272,604982453,25547270
Latin America and the Caribbean,LAC,2013,3.2,15.800291,.10944681,.038749237,.020357739,.054015908,604982453,66213399
Latin America and the Caribbean,LAC,2013,5.5,15.800291,.26247585,.09980578,.053553302,.1491109,604982453,158793280
Latin America and the Caribbean,LAC,2014,1.9,15.871283,.039501127,.013680989,.0075466712,.016168447,611434521,24152353
Latin America and the Caribbean,LAC,2014,3.2,15.871283,.10503795,.036632892,.019031378,.050049722,611434521,64223827
Latin America and the Caribbean,LAC,2014,5.5,15.871283,.25499392,.095973477,.051106103,.14181575,611434521,155912078
Latin America and the Caribbean,LAC,2015,1.9,16.045628,.038892273,.012709252,.0065746428,.016152365,617788469,24027199
Latin America and the Caribbean,LAC,2015,3.2,16.045628,.10249087,.035448983,.018023787,.049794625,617788469,63317677
Latin America and the Caribbean,LAC,2015,5.5,16.045628,.24911486,.093337536,.049470376,.13963848,617788469,153900284
Latin America and the Caribbean,LAC,2016,1.9,16.21166,.040885706,.013997363,.0073739341,.018181652,624037927,25514231
Latin America and the Caribbean,LAC,2016,3.2,16.21166,.10411325,.037061598,.019282933,.052904718,624037927,64970616
Latin America and the Caribbean,LAC,2016,5.5,16.21166,.24800381,.094622515,.050866775,.1432139,624037927,154763784
Latin America and the Caribbean,LAC,2017,1.9,16.353914,.040628184,.014021003,.0073522469,.018094314,630183567,25603214
Latin America and the Caribbean,LAC,2017,3.2,16.353914,.10057661,.03640214,.019104974,.052015707,630183567,63381726
Latin America and the Caribbean,LAC,2017,5.5,16.353914,.24108072,.092003025,.049668659,.13951473,630183567,151925104
Latin America and the Caribbean,LAC,2018,1.9,16.584019,.039823908,.013700409,.0071574082,.017813763,636226580,25337029
Latin America and the Caribbean,LAC,2018,3.2,16.584019,.099240765,.035675973,.018696381,.051142026,636226580,63139611
Latin America and the Caribbean,LAC,2018,5.5,16.584019,.23683375,.090186365,.048677925,.13697852,636226580,150679930
Latin America and the Caribbean,LAC,2019,1.9,16.630703,.040564787,.014061057,.0074471631,.018071517,642168161,26049414
Latin America and the Caribbean,LAC,2019,3.2,16.630703,.099125385,.036128372,.019081954,.051606674,642168161,63655166
Latin America and the Caribbean,LAC,2019,5.5,16.630703,.23580855,.090273209,.048965961,.13711436,642168161,151428747
Middle East and North Africa,MNA,1985,1.9,6.9708028,.082250468,.015537024,.004666504,.019070916,197648970.6,16256721
Middle East and North Africa,MNA,1985,3.2,6.9708028,.30528736,.086959101,.034207202,.11513737,197648970.6,60339731
Middle East and North Africa,MNA,1985,5.5,6.9708028,.60293937,.24693391,.12689523,.36512959,197648970.6,119170344
Middle East and North Africa,MNA,1986,1.9,6.6969299,.083843797,.015840221,.0048180637,.019472534,203716045,17080327
Middle East and North Africa,MNA,1986,3.2,6.6969299,.31016648,.088518947,.034870706,.11711361,203716045,63185891
Middle East and North Africa,MNA,1986,5.5,6.6969299,.61179852,.25087085,.12908186,.37101305,203716045,124633175
Middle East and North Africa,MNA,1987,1.9,6.3524852,.085766815,.016598217,.0052248091,.020554721,209836949.8,17997048
Middle East and North Africa,MNA,1987,3.2,6.3524852,.31620583,.090348177,.03582494,.119913,209836949.8,66351669
Middle East and North Africa,MNA,1987,5.5,6.3524852,.629224,.25716314,.13228774,.38018137,209836949.8,132034449
Middle East and North Africa,MNA,1988,1.9,6.1916761,.084251232,.016391294,.0052431822,.020338552,215967265.9,18195509
Middle East and North Africa,MNA,1988,3.2,6.1916761,.31351075,.089063518,.035306573,.11832024,215967265.9,67708059
Middle East and North Africa,MNA,1988,5.5,6.1916761,.6311121,.25615326,.1313155,.37770838,215967265.9,136299557
Middle East and North Africa,MNA,1989,1.9,6.0383124,.083972126,.01657304,.0054658181,.020581178,222058407,18646716
Middle East and North Africa,MNA,1989,3.2,6.0383124,.31694487,.089935511,.035667159,.11942568,222058407,70380276
Middle East and North Africa,MNA,1989,5.5,6.0383124,.6346786,.25830957,.13238418,.38105348,222058407,140935718
Middle East and North Africa,MNA,1990,1.9,6.4528337,.066235319,.012600487,.0041018808,.015256707,228071182,15106368
Middle East and North Africa,MNA,1990,3.2,6.4528337,.27449086,.074603662,.028705884,.098347016,228071182,62603455
Middle East and North Africa,MNA,1990,5.5,6.4528337,.59327376,.23081018,.11504933,.33469084,228071182,135308645
Middle East and North Africa,MNA,1991,1.9,6.5227447,.10188276,.024149908,.0089032315,.030795926,233995174,23840074
Middle East and North Africa,MNA,1991,3.2,6.5227447,.31488076,.098435573,.042773452,.13510993,233995174,73680580
Middle East and North Africa,MNA,1991,5.5,6.5227447,.60521764,.2557756,.13678606,.3867777,233995174,141618005
Middle East and North Africa,MNA,1992,1.9,6.6930504,.081847019,.016566023,.0054651997,.020528704,239811958,19627894
Middle East and North Africa,MNA,1992,3.2,6.6930504,.30240372,.087088622,.03494579,.11546753,239811958,72520027
Middle East and North Africa,MNA,1992,5.5,6.6930504,.59864533,.24555399,.12680563,.36267886,239811958,143562308
Middle East and North Africa,MNA,1993,1.9,6.7747102,.066969752,.012440203,.0038856419,.015318054,245501423,16441170
Middle East and North Africa,MNA,1993,3.2,6.7747102,.29120824,.07871519,.02991792,.10216032,245501423,71492034
Middle East and North Africa,MNA,1993,5.5,6.7747102,.59655124,.23829965,.11964221,.34643349,245501423,146454183
Middle East and North Africa,MNA,1994,1.9,6.7389479,.063778095,.011751884,.0036383069,.014483963,251045694,16011216
Middle East and North Africa,MNA,1994,3.2,6.7389479,.28782612,.076795064,.028920533,.099037983,251045694,72257507
Middle East and North Africa,MNA,1994,5.5,6.7389479,.59702712,.23634875,.11780147,.34261039,251045694,149881093
Middle East and North Africa,MNA,1995,1.9,6.5441842,.065988787,.0123794,.0038759101,.015226399,256437607,16922007
Middle East and North Africa,MNA,1995,3.2,6.5441842,.29724696,.07965292,.030177182,.10266075,256437607,76225302
Middle East and North Africa,MNA,1995,5.5,6.5441842,.60911751,.24279457,.12154053,.35269344,256437607,156200638
Middle East and North Africa,MNA,1996,1.9,6.6668959,.058773976,.010853695,.0033762869,.013319856,261668250,15379283
Middle East and North Africa,MNA,1996,3.2,6.6668959,.28410739,.073975928,.027526697,.094701067,261668250,74341881
Middle East and North Africa,MNA,1996,5.5,6.6668959,.60074997,.23467605,.11570301,.33833036,261668250,157197187
Middle East and North Africa,MNA,1997,1.9,6.8646727,.05017747,.0093347682,.0029432166,.011493755,266753917,13385037
Middle East and North Africa,MNA,1997,3.2,6.8646727,.26333937,.066526741,.024312431,.084761709,266753917,70246805
Middle East and North Africa,MNA,1997,5.5,6.8646727,.58678913,.22275656,.10770635,.31679821,266753917,156528293
Middle East and North Africa,MNA,1998,1.9,7.2535152,.040369414,.00759554,.0024167371,.0093896696,271692533,10968068
Middle East and North Africa,MNA,1998,3.2,7.2535152,.22835027,.055779401,.020054555,.070776641,271692533,62041064
Middle East and North Africa,MNA,1998,5.5,7.2535152,.55094314,.20026842,.094234608,.28171611,271692533,149687141
Middle East and North Africa,MNA,1999,1.9,7.3374162,.037363749,.0070848949,.0022812192,.0086585423,276604912,10334996
Middle East and North Africa,MNA,1999,3.2,7.3374162,.21423492,.051618092,.018515935,.065501966,276604912,59258431
Middle East and North Africa,MNA,1999,5.5,7.3374162,.54047775,.19223955,.089282595,.26889542,276604912,149498797
Middle East and North Africa,MNA,2000,1.9,7.6644459,.033246148,.0063305926,.0020679561,.0077694426,281547587,9360373
Middle East and North Africa,MNA,2000,3.2,7.6644459,.19675833,.046676975,.016646553,.059172515,281547587,55396834
Middle East and North Africa,MNA,2000,5.5,7.6644459,.51688528,.18011266,.082592614,.25045007,281547587,145527795
Middle East and North Africa,MNA,2001,1.9,7.8467903,.03287315,.0061579477,.0019790109,.0075473315,286543964,9419603
Middle East and North Africa,MNA,2001,3.2,7.8467903,.19529054,.046288326,.01644461,.058602877,286543964,55959322
Middle East and North Africa,MNA,2001,5.5,7.8467903,.51163697,.17878313,.082033411,.24827658,286543964,146606483
Middle East and North Africa,MNA,2003,1.9,7.9688735,.042298365,.0076515391,.0023324427,.0092715882,296729823,12551187
Middle East and North Africa,MNA,2003,3.2,7.9688735,.22706565,.056139354,.020283313,.071367264,296729823,67377151
Middle East and North Africa,MNA,2003,5.5,7.9688735,.53496498,.19776703,.094069473,.27798098,296729823,158740072
Middle East and North Africa,MNA,2004,1.9,8.4684534,.032949455,.0058082198,.0017472121,.0070160921,301948270,9949030
Middle East and North Africa,MNA,2004,3.2,8.4684534,.19356538,.046051711,.016222941,.057979248,301948270,58446732
Middle East and North Africa,MNA,2004,5.5,8.4684534,.49911022,.17607002,.081270173,.24416901,301948270,150705471
Middle East and North Africa,MNA,2005,1.9,8.7538242,.030963734,.0053972816,.0016134193,.0064985491,307266768,9514126
Middle East and North Africa,MNA,2005,3.2,8.7538242,.18678761,.043958608,.015372998,.055223711,307266768,57393624
Middle East and North Africa,MNA,2005,5.5,8.7538242,.48873684,.17114049,.078569137,.23655328,307266768,150172593
Middle East and North Africa,MNA,2006,1.9,8.9588213,.02910826,.0051351832,.0015407382,.0061826822,312690184,9101867
Middle East and North Africa,MNA,2006,3.2,8.9588213,.17989753,.041798197,.014564645,.052468054,312690184,56252192
Middle East and North Africa,MNA,2006,5.5,8.9588213,.48075542,.16640757,.075802363,.22926039,312690184,150327502
Middle East and North Africa,MNA,2007,1.9,9.2799959,.028446905,.0050884234,.0015627256,.0061541852,318230525,9052673
Middle East and North Africa,MNA,2007,3.2,9.2799959,.17347589,.040224463,.01408719,.050605096,318230525,55205323
Middle East and North Africa,MNA,2007,5.5,9.2799959,.468667,.16144641,.073351569,.22225371,318230525,149144141
Middle East and North Africa,MNA,2008,1.9,9.2054024,.027386822,.0050608967,.0015969925,.0061400034,323919702,8871131
Middle East and North Africa,MNA,2008,3.2,9.2054024,.16755629,.03883931,.013668468,.04898965,323919702,54274780
Middle East and North Africa,MNA,2008,5.5,9.2054024,.46043086,.15733501,.071243875,.21638429,323919702,149142632
Middle East and North Africa,MNA,2009,1.9,9.2274609,.024920272,.0047056815,.0015434786,.0057671675,329777152,8218136
Middle East and North Africa,MNA,2009,3.2,9.2274609,.15632918,.035855152,.012601867,.045332983,329777152,51553792
Middle East and North Africa,MNA,2009,5.5,9.2274609,.44696319,.15005405,.06716077,.20549297,329777152,147398246
Middle East and North Africa,MNA,2010,1.9,9.4270716,.020667652,.003846185,.0012889159,.0047389781,335819277,6940596
Middle East and North Africa,MNA,2010,3.2,9.4270716,.13926737,.031138975,.010737982,.039037455,335819277,46768669
Middle East and North Africa,MNA,2010,5.5,9.4270716,.42674604,.13883071,.060794033,.18842709,335819277,143309547
Middle East and North Africa,MNA,2011,1.9,9.5110359,.023037102,.0046059899,.0015858408,.0057167755,342064162,7880167
Middle East and North Africa,MNA,2011,3.2,9.5110359,.13427331,.031302605,.011276098,.039806545,342064162,45930086
Middle East and North Africa,MNA,2011,5.5,9.5110359,.41422704,.13487376,.059575941,.1840951,342064162,141692223
Middle East and North Africa,MNA,2012,1.9,9.3751659,.022407897,.0045734588,.0015794414,.005675219,348496459,7809073
Middle East and North Africa,MNA,2012,3.2,9.3751659,.1300565,.030258318,.010962844,.03856907,348496459,45324231
Middle East and North Africa,MNA,2012,5.5,9.3751659,.41151041,.13257761,.058175456,.18058826,348496459,143409923
Middle East and North Africa,MNA,2013,1.9,9.4206896,.02159673,.004329721,.0014524952,.0052875397,355055210,7668032
Middle East and North Africa,MNA,2013,3.2,9.4206896,.12578486,.029217623,.010537445,.03714525,355055210,44660570
Middle East and North Africa,MNA,2013,5.5,9.4206896,.40227374,.12899782,.056407664,.17540744,355055210,142829394
Middle East and North Africa,MNA,2014,1.9,9.2261181,.02543696,.0051467409,.0017352264,.0063218698,361657093,9199457
Middle East and North Africa,MNA,2014,3.2,9.2261181,.13588054,.032574702,.01204362,.041740388,361657093,49142163
Middle East and North Africa,MNA,2014,5.5,9.2261181,.41021672,.13444239,.060086004,.18457863,361657093,148357785
Middle East and North Africa,MNA,2015,1.9,9.1053925,.042966023,.010836631,.0042386423,.014027962,368242897,15821933
Middle East and North Africa,MNA,2015,3.2,9.1053925,.15375906,.044101585,.018981641,.059839569,368242897,56620685
Middle East and North Africa,MNA,2015,5.5,9.1053925,.41710016,.14593804,.070410311,.20924726,368242897,153594177
Middle East and North Africa,MNA,2016,1.9,9.160964,.052507851,.014520274,.005955494,.019137863,374773234,19678537
Middle East and North Africa,MNA,2016,3.2,9.160964,.16440332,.050786611,.023173012,.070719659,374773234,61613962
Middle East and North Africa,MNA,2016,5.5,9.160964,.41553336,.15175006,.076267801,.22292905,374773234,155730788
Middle East and North Africa,MNA,2017,1.9,9.2052231,.063864246,.018461408,.0077533224,.024583766,381254383,24348524
Middle East and North Africa,MNA,2017,3.2,9.2052231,.18356217,.05946517,.028068721,.084108457,381254383,69983885
Middle East and North Africa,MNA,2017,5.5,9.2052231,.42966017,.16438544,.085505128,.24628852,381254383,163809821
Middle East and North Africa,MNA,2018,1.9,9.1234713,.070609614,.02060548,.0086971354,.027485708,387784643,27381325
Middle East and North Africa,MNA,2018,3.2,9.1234713,.19721994,.064977571,.030967636,.092306644,387784643,76478863
Middle East and North Africa,MNA,2018,5.5,9.1234713,.43954954,.17323962,.091644131,.2618852,387784643,170450564
Other high Income,OHI,1981,1.9,32.821098,.0062508704,.0035493237,.0026448139,.0080476226,846429146,5290919
Other high Income,OHI,1981,3.2,32.821098,.012495552,.0059255203,.004014866,.01259167,846429146,10576600
Other high Income,OHI,1981,5.5,32.821098,.035548814,.013041975,.0076001808,.024261361,846429146,30089553
Other high Income,OHI,1982,1.9,32.876953,.0061209323,.0035373161,.0026682457,.0080180857,852927823,5220713
Other high Income,OHI,1982,3.2,32.876953,.012073562,.0058218138,.0039854837,.012420909,852927823,10297877
Other high Income,OHI,1982,5.5,32.876953,.034108996,.012515822,.0073778885,.023489743,852927823,29092512
Other high Income,OHI,1983,1.9,33.941498,.0061053075,.0035129986,.0026727153,.0079117967,858974219,5244302
Other high Income,OHI,1983,3.2,33.941498,.011705399,.0056601577,.0039209803,.012107668,858974219,10054636
Other high Income,OHI,1983,5.5,33.941498,.030919895,.011853488,.007081985,.022451209,858974219,26559392
Other high Income,OHI,1984,1.9,34.568062,.0061123772,.0035094449,.002692803,.0078686913,864676058,5285226
Other high Income,OHI,1984,3.2,34.568062,.011380895,.0055602356,.0038935426,.011920949,864676058,9840788
Other high Income,OHI,1984,5.5,34.568062,.029557485,.011437293,.0068975729,.021795783,864676058,25557650
Other high Income,OHI,1985,1.9,35.267159,.0055951909,.0033995982,.0026198102,.0076883291,870433540,4870242
Other high Income,OHI,1985,3.2,35.267159,.010859841,.0053183502,.0037539464,.011529021,870433540,9452770
Other high Income,OHI,1985,5.5,35.267159,.027879342,.01077188,.0065450743,.02075881,870433540,24267115
Other high Income,OHI,1986,1.9,36.064262,.0053215977,.0033296193,.00258056,.0076053324,876383720,4663762
Other high Income,OHI,1986,3.2,36.064262,.010232944,.0051032491,.0036481146,.011234478,876383720,8967986
Other high Income,OHI,1986,5.5,36.064262,.025632547,.0099642398,.0061804662,.019633042,876383720,22463947
Other high Income,OHI,1987,1.9,37.064575,.0056887963,.0038041433,.003039791,.0084138801,882428690,5019957
Other high Income,OHI,1987,3.2,37.064575,.010028205,.0054519828,.0040796441,.012055467,882428690,8849176
Other high Income,OHI,1987,5.5,37.064575,.023469687,.0098488675,.0064175087,.019999882,882428690,20710325
Other high Income,OHI,1988,1.9,38.129864,.005183327,.0033494458,.0026629076,.0072628255,888686026,4606350
Other high Income,OHI,1988,3.2,38.129864,.0087703653,.0048143258,.0035857321,.010470817,888686026,7794101
Other high Income,OHI,1988,5.5,38.129864,.020404952,.0086080935,.0056367763,.017371209,888686026,18133595
Other high Income,OHI,1989,1.9,39.398964,.0045536933,.0029162464,.0023041102,.0061466289,895525189,4077947
Other high Income,OHI,1989,3.2,39.398964,.0078582475,.0042076721,.003117817,.0089446157,895525189,7037259
Other high Income,OHI,1989,5.5,39.398964,.018068595,.0074948268,.0049190526,.01493537,895525189,16180881
Other high Income,OHI,1990,1.9,40.28405,.004508609,.0028331298,.0022389027,.005833738,902855415,4070622
Other high Income,OHI,1990,3.2,40.28405,.0076055899,.0040237252,.0030095426,.0084837591,902855415,6866748
Other high Income,OHI,1990,5.5,40.28405,.016416501,.0070464159,.0046797502,.014073133,902855415,14821727
Other high Income,OHI,1991,1.9,40.477852,.0044544535,.00278561,.002209726,.0056071682,910994282,4057982
Other high Income,OHI,1991,3.2,40.477852,.0071756043,.0039344146,.0029584221,.0081973793,910994282,6536934
Other high Income,OHI,1991,5.5,40.477852,.015820689,.0068315556,.0045602936,.013595931,910994282,14412559
Other high Income,OHI,1992,1.9,40.809471,.0045640534,.0029937844,.0023831031,.0059907096,918966076,4194210
Other high Income,OHI,1992,3.2,40.809471,.007814345,.0043239216,.0032128266,.0088799139,918966076,7181118
Other high Income,OHI,1992,5.5,40.809471,.016568694,.0073616141,.0049702516,.014648325,918966076,15226068
Other high Income,OHI,1993,1.9,41.193249,.0049085631,.0032739937,.0026571262,.0083082393,926487099,4547720
Other high Income,OHI,1993,3.2,41.193249,.0082121491,.0046117012,.0034928783,.011344738,926487099,7608450
Other high Income,OHI,1993,5.5,41.193249,.016548168,.0077345916,.0052814004,.017362954,926487099,15331663
Other high Income,OHI,1994,1.9,41.950802,.0048015597,.0032781193,.0026600254,.0089634629,933485580,4482187
Other high Income,OHI,1994,3.2,41.950802,.0079693524,.004595085,.0035093813,.012072194,933485580,7439275
Other high Income,OHI,1994,5.5,41.950802,.016384764,.0076435609,.0052673449,.018086186,933485580,15294941
Other high Income,OHI,1995,1.9,42.612343,.0047707544,.0033011085,.0026924086,.0048972834,940281635,4485853
Other high Income,OHI,1995,3.2,42.612343,.0077296915,.0045103696,.003490773,.0075152186,940281635,7268087
Other high Income,OHI,1995,5.5,42.612343,.015215002,.0073219109,.0051123789,.012805499,940281635,14306387
Other high Income,OHI,1996,1.9,43.418823,.0045991242,.0032361131,.0027356548,.0047029271,947239551,4356472
Other high Income,OHI,1996,3.2,43.418823,.007497902,.0044103866,.0034668141,.0072141904,947239551,7102309
Other high Income,OHI,1996,5.5,43.418823,.014342633,.0069593638,.0049567814,.012089064,947239551,13585909
Other high Income,OHI,1997,1.9,44.29747,.005396449,.0034852512,.0028896686,.0050331261,954013195,5148284
Other high Income,OHI,1997,3.2,44.29747,.0073060887,.0045972937,.0036673273,.0075745978,954013195,6970105
Other high Income,OHI,1997,5.5,44.29747,.013717582,.0070433938,.0051248828,.012403877,954013195,13086754
Other high Income,OHI,1998,1.9,45.213776,.0054222732,.0038178791,.0031688334,.0053758719,960625394,5208773
Other high Income,OHI,1998,3.2,45.213776,.0080787707,.0048925029,.0039365157,.0079614324,960625394,7760672
Other high Income,OHI,1998,5.5,45.213776,.014612151,.0074076965,.0054380218,.012977255,960625394,14036804
Other high Income,OHI,1999,1.9,46.330761,.0051102089,.0033833175,.0028286085,.0044376049,967202702,4942608
Other high Income,OHI,1999,3.2,46.330761,.0070856013,.004364782,.0035246161,.0067248782,967202702,6853213
Other high Income,OHI,1999,5.5,46.330761,.012854964,.0065837968,.0048449547,.011113766,967202702,12433355
Other high Income,OHI,2000,1.9,47.449806,.0048383251,.0032940055,.002770857,.0045196745,974155625,4713282
Other high Income,OHI,2000,3.2,47.449806,.0068307412,.004174965,.0034099508,.0066532544,974155625,6654205
Other high Income,OHI,2000,5.5,47.449806,.012095738,.0063182879,.0046714628,.010880531,974155625,11783132
Other high Income,OHI,2001,1.9,48.469337,.004830067,.0035839409,.0030968974,.0066343891,981247088,4739489
Other high Income,OHI,2001,3.2,48.469337,.0073199067,.0045272661,.0037386045,.0089986548,981247088,7182637
Other high Income,OHI,2001,5.5,48.469337,.012419058,.0066606454,.0050138878,.013405444,981247088,12186164
Other high Income,OHI,2002,1.9,48.733864,.0047860388,.0034914336,.0029626884,.0058954819,988381719,4730433
Other high Income,OHI,2002,3.2,48.733864,.0067488709,.0044277185,.0036210564,.0081970599,988381719,6670461
Other high Income,OHI,2002,5.5,48.733864,.012633235,.006532087,.0048871865,.012505131,988381719,12486459
Other high Income,OHI,2003,1.9,49.263851,.0055698766,.0038711582,.0032772934,.011061951,995407868,5544299
Other high Income,OHI,2003,3.2,49.263851,.0076914816,.0048798439,.0040248865,.01366837,995407868,7656161
Other high Income,OHI,2003,5.5,49.263851,.012815011,.006985846,.0053389776,.018235479,995407868,12756163
Other high Income,OHI,2004,1.9,49.669888,.0053225341,.0039262539,.0033867382,.0042619538,1002816603,5337526
Other high Income,OHI,2004,3.2,49.669888,.0075823078,.0048634717,.004055141,.0064300359,1002816603,7603664
Other high Income,OHI,2004,5.5,49.669888,.012842967,.0069926945,.0053372667,.010630666,1002816603,12879141
Other high Income,OHI,2005,1.9,50.337524,.0054245614,.0039363131,.003392969,.011246352,1010403901,5480998
Other high Income,OHI,2005,3.2,50.337524,.0074191424,.0048163431,.004057976,.013699926,1010403901,7496331
Other high Income,OHI,2005,5.5,50.337524,.012210695,.0067924662,.005247016,.018033326,1010403901,12337734
Other high Income,OHI,2006,1.9,51.363258,.0051001501,.0037529622,.0032531112,.0036394028,1018652072,5195278
Other high Income,OHI,2006,3.2,51.363258,.0070273909,.0045770099,.0038605258,.0055578337,1018652072,7158466
Other high Income,OHI,2006,5.5,51.363258,.012213219,.0064473609,.0049819029,.0092518823,1018652072,12441021
