survey_id,cache_id,wb_region_code,pcn_region_code,country_code,survey_acronym,survey_coverage,survey_comparability,comparable_spell,surveyid_year,reporting_year,survey_year,survey_time,welfare_type,survey_mean_lcu,survey_mean_ppp,reporting_pop,ppp,cpi,pop_data_level,gdp_data_level,pce_data_level,cpi_data_level,ppp_data_level,reporting_level,distribution_type,gd_type,is_interpolated,is_used_for_line_up,is_used_for_aggregation,display_cp
SVN_2014_EU-SILC_V01_M_V05_A_PIP_PC-GPWG,SVN_2014_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2014,2013,2013,2014,income,23.338572,32.992371,2059953,.67749792,1.0441258,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2015_EU-SILC_V01_M_V04_A_PIP_PC-GPWG,SVN_2015_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2015,2014,2014,2015,income,23.960524,33.804199,2061980,.67749792,1.0462072,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2016_EU-SILC_V01_M_V03_A_PIP_PC-GPWG,SVN_2016_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2016,2015,2015,2016,income,23.924189,33.931267,2063531,.67749792,1.0407088,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2017_EU-SILC_V01_M_V03_A_PIP_PC-GPWG,SVN_2017_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2017,2016,2016,2017,income,24.631126,34.953125,2065042,.67749792,1.0401363,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2018_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SVN_2018_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2018,2017,2017,2018,income,25.568605,35.772247,2066388,.67749792,1.055001,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2019_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SVN_2019_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2019,2018,2018,2019,income,27.651003,38.024563,2073894,.67749792,1.0733433,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SVN_2020_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SVN_2020_EU-SILC_D1_INC_GPWG,ECA,ECA,SVN,EU-SILC,national,3,2004 - 2019,2020,2019,2019,2020,income,28.704729,38.840309,2088385,.67749792,1.0908444,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1967_LLS-RD-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1967_LLS-RD-LIS_D1_INC_BIN,ECA,OHI,SWE,LLS-RD-LIS,national,0,1967,1967,1967,1967,1967,income,19.17556,17.913254,7867931,9.0207529,.11866722,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1975_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1975_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,1975,1975,1975,1975,income,48.707558,27.704563,8192437,9.0207529,.19489571,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1981_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1981_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,1981,1981,1981,1981,income,94.197937,29.010736,8320503,9.0207529,.35994807,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1987_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1987_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,1987,1987,1987,1987,income,150.76936,31.173901,8397804,9.0207529,.53614116,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1992_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1992_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,1992,1992,1992,1992,income,248.76563,36.92659,8668067,9.0207529,.74680704,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_1995_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_1995_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,1995,1995,1995,1995,income,257.29932,34.843128,8826939,9.0207529,.81861311,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2000_HIS-LIS_V01_M_V01_A_PIP_PC-BIN,SWE_2000_HIS-LIS_D1_INC_BIN,ECA,OHI,SWE,HIS-LIS,national,1,1975 - 2000,2000,2000,2000,2000,income,302.52789,40.045734,8872109,9.0207529,.83746439,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2004_EU-SILC_V01_M_V04_A_PIP_PC-GPWG,SWE_2004_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2004,2003,2003,2004,income,317.84399,39.456787,8958229,9.0207529,.89299595,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2005_EU-SILC_V01_M_V05_A_PIP_PC-GPWG,SWE_2005_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2005,2004,2004,2005,income,327.5209,40.50671,8993531,9.0207529,.89633274,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2006_EU-SILC_V01_M_V04_A_PIP_PC-GPWG,SWE_2006_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2006,2005,2005,2006,income,332.26996,40.908669,9029572,9.0207529,.90039468,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2007_EU-SILC_V01_M_V08_A_PIP_PC-GPWG,SWE_2007_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2007,2006,2006,2007,income,356.83719,43.343792,9080505,9.0207529,.91264194,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2008_EU-SILC_V01_M_V09_A_PIP_PC-GPWG,SWE_2008_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2008,2007,2007,2008,income,386.59259,45.941765,9148092,9.0207529,.93283117,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2009_EU-SILC_V01_M_V09_A_PIP_PC-GPWG,SWE_2009_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2009,2008,2008,2009,income,413.09735,47.460297,9219637,9.0207529,.96489304,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2010_EU-SILC_V01_M_V08_A_PIP_PC-GPWG,SWE_2010_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2010,2009,2009,2010,income,413.63922,47.758698,9298515,9.0207529,.96012205,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2011_EU-SILC_V01_M_V06_A_PIP_PC-GPWG,SWE_2011_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2011,2010,2010,2011,income,424.92206,48.499794,9378126,9.0207529,.9712401,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2012_EU-SILC_V01_M_V06_A_PIP_PC-GPWG,SWE_2012_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2012,2011,2011,2012,income,442.0574,49.00449,9449213,9.0207529,1,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2013_EU-SILC_V01_M_V05_A_PIP_PC-GPWG,SWE_2013_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2013,2012,2012,2013,income,456.43991,50.15332,9519374,9.0207529,1.0088837,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2014_EU-SILC_V01_M_V05_A_PIP_PC-GPWG,SWE_2014_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2014,2013,2013,2014,income,468.1572,51.4636,9600379,9.0207529,1.0084369,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2015_EU-SILC_V01_M_V04_A_PIP_PC-GPWG,SWE_2015_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2015,2014,2014,2015,income,478.39044,52.683163,9696110,9.0207529,1.0066253,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2016_EU-SILC_V01_M_V03_A_PIP_PC-GPWG,SWE_2016_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2016,2015,2015,2016,income,494.69949,54.504711,9799186,9.0207529,1.0061544,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2017_EU-SILC_V01_M_V03_A_PIP_PC-GPWG,SWE_2017_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2017,2016,2016,2017,income,507.40356,55.359524,9923085,9.0207529,1.0160577,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2018_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SWE_2018_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2018,2017,2017,2018,income,516.17096,55.323299,10057698,9.0207529,1.0342908,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2019_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SWE_2019_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2019,2018,2018,2019,income,532.10333,55.938168,10175214,9.0207529,1.054496,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWE_2020_EU-SILC_V01_M_V01_A_PIP_PC-GPWG,SWE_2020_EU-SILC_D1_INC_GPWG,ECA,OHI,SWE,EU-SILC,national,2,2003 - 2019,2020,2019,2019,2020,income,552.26465,57.039978,10278887,9.0207529,1.0733098,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWZ_1994_HIES_V01_M_V01_A_PIP_PC-GROUP,SWZ_1994_HIES_D1_CON_GROUP,SSA,SSA,SWZ,HIES,national,0,1994,1994,1994,1994.83,1994-1995,consumption,1.9680001,1.5084046,907622,4.1123004,.31726518,national,national,national,national,national,national,group,T05,FALSE,TRUE,FALSE,1
SWZ_2000_HIES_V01_M_V01_A_PIP_PC-GPWG,SWZ_2000_HIES_D1_CON_GPWG,SSA,SSA,SWZ,HIES,national,1,2000 - 2016,2000,2000,2000.92,2000-2001,consumption,7.3817744,3.5882611,1005432,4.1123004,.50025553,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWZ_2009_HIES_V01_M_V02_A_PIP_PC-GPWG,SWZ_2009_HIES_D1_CON_GPWG,SSA,SSA,SWZ,HIES,national,1,2000 - 2016,2009,2009,2009.25,2009-2010,consumption,14.232119,3.7950432,1057462,4.1123004,.91194361,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SWZ_2016_HIES_V01_M_V01_A_PIP_PC-GPWG,SWZ_2016_HIES_D1_CON_GPWG,SSA,SSA,SWZ,HIES,national,1,2000 - 2016,2016,2016,2016.17,2016-2017,consumption,32.78191,5.7312284,1113994,4.1123004,1.3909186,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SYC_1999_HES_V01_M_V01_A_PIP_PC-HIST,SYC_1999_HES_D1_CON_HIST,SSA,SSA,SYC,HES,national,0,1999,1999,1999,1999.62,1999-2000,consumption,68.055962,18.418352,80410,8.23316,.44879588,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,0
SYC_2006_HBS_V01_M_V01_A_PIP_PC-GPWG,SYC_2006_HBS_D1_CON_GPWG,SSA,SSA,SYC,HBS,national,1,2006,2006,2006,2006.4301,2006-2007,consumption,74.070145,16.731853,84600,8.23316,.53769076,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,0
SYC_2013_HBS_V01_M_V02_A_PIP_PC-GPWG,SYC_2013_HBS_D1_INC_GPWG,SSA,SSA,SYC,HBS,national,2,2013 - 2018,2013,2013,2013,2013,income,202.78319,22.038776,89949,8.23316,1.1175783,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SYC_2018_HBS_V01_M_V01_A_PIP_PC-GPWG,SYC_2018_HBS_D1_INC_GPWG,SSA,SSA,SYC,HBS,national,2,2013 - 2018,2018,2018,2018.08,2018-2019,income,208.65135,20.331652,96762,8.23316,1.2464705,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SYR_1996_HIES_V01_M_V01_A_PIP_PC-HIST,SYR_1996_HIES_D1_CON_HIST,MNA,MNA,SYR,HIES,national,0,1996 - 2003,1996,1996,1996.75,1996-1997,consumption,90.129921,6.7817683,14754148,22.2628,.59696144,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
SYR_2003_HIES_V02_M_V02_A_PIP_PC-HIST,SYR_2003_HIES_D1_CON_HIST,MNA,MNA,SYR,HIES,national,0,1996 - 2003,2003,2003,2003.5,2003-2004,consumption,116.47136,8.5371752,17415214,22.2628,.61280906,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TCD_2003_ECOSIT-II_V01_M_V01_A_PIP_PC-GPWG,TCD_2003_ECOSIT-II_D1_CON_GPWG,SSA,SSA,TCD,ECOSIT-II,national,0,2003 - 2011,2003,2003,2003,2003,consumption,438.92868,2.1335034,9373913,250.25089,.82210064,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TCD_2011_ECOSIT-III_V01_M_V03_A_PIP_PC-GPWG,TCD_2011_ECOSIT-III_D1_CON_GPWG,SSA,SSA,TCD,ECOSIT-III,national,0,2003 - 2011,2011,2011,2011,2011,consumption,810.79785,3.2399402,12360986,250.25089,1,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TCD_2018_EHCVM_V01_M_V02_A_PIP_PC-GPWG,TCD_2018_EHCVM_D1_CON_GPWG,SSA,SSA,TCD,EHCVM,national,1,2018,2018,2018,2018.5,2018-2019,consumption,940.33569,3.2414258,15477727,250.25089,1.1592343,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TGO_2006_QUIBB_V01_M_V02_A_PIP_PC-GPWG,TGO_2006_QUIBB_D1_CON_GPWG,SSA,SSA,TGO,QUIBB,national,0,2006 - 2015,2006,2006,2006,2006,consumption,486.50241,2.4584904,5762881,236.58667,.83642346,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TGO_2011_QUIBB_V01_M_V01_A_PIP_PC-GPWG,TGO_2011_QUIBB_D1_CON_GPWG,SSA,SSA,TGO,QUIBB,national,0,2006 - 2015,2011,2011,2011,2011,consumption,609.75049,2.5772817,6595939,236.58667,1,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TGO_2015_QUIBB_V01_M_V02_A_PIP_PC-GPWG,TGO_2015_QUIBB_D1_CON_GPWG,SSA,SSA,TGO,QUIBB,national,0,2006 - 2015,2015,2015,2015,2015,consumption,670.99707,2.6418984,7323162,236.58667,1.0735302,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TGO_2018_EHCVM_V01_M_V02_A_PIP_PC-GPWG,TGO_2018_EHCVM_D1_CON_GPWG,SSA,SSA,TGO,EHCVM,national,1,2018,2018,2018,2018.4301,2018-2019,consumption,1131.1857,4.3870254,7889095,236.58667,1.089867,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1981_SES_V01_M_V01_A_PIP_PC-GROUP,THA_1981_SES_D1_CON_GROUP,EAP,EAP,THA,SES,national,0,1981 - 1988,1981,1981,1981,1981,consumption,24.650301,5.4965897,48326269,12.758684,.35149816,national,national,national,national,national,national,group,T01,FALSE,TRUE,FALSE,1
THA_1988_SES_V01_M_V01_A_PIP_PC-GROUP,THA_1988_SES_D1_CON_GROUP,EAP,EAP,THA,SES,national,0,1981 - 1988,1988,1988,1988,1988,consumption,31.50148,5.7452774,54891520,12.758684,.42974821,national,national,national,national,national,national,group,T05,FALSE,TRUE,FALSE,1
THA_1990_SES_V01_M_V01_A_PIP_PC-HIST,THA_1990_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1990,1990,1990,1990,consumption,39.28849,6.4245105,56558196,12.758684,.47931322,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1992_SES_V01_M_V01_A_PIP_PC-HIST,THA_1992_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1992,1992,1992,1992,consumption,52.061581,7.7332592,57811025,12.758684,.52765357,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1994_SES_V01_M_V01_A_PIP_PC-HIST,THA_1994_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1994,1994,1994,1994,consumption,59.404018,8.1306019,58875275,12.758684,.57264727,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1996_SES_V01_M_V01_A_PIP_PC-HIST,THA_1996_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1996,1996,1996,1996,consumption,72.218765,8.8285637,60130190,12.758684,.64114183,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1998_SES_V01_M_V01_A_PIP_PC-HIST,THA_1998_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1998,1998,1998,1998,consumption,82.36319,8.8267441,61585103,12.758684,.73135245,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_1999_SES_V01_M_V01_A_PIP_PC-HIST,THA_1999_SES_D1_CON_HIST,EAP,EAP,THA,SES,national,1,1990 - 1999,1999,1999,1999,1999,consumption,78.940308,8.4359007,62298569,12.758684,.7334348,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2000_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2000_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2000,2000,2000,2000,consumption,79.114555,8.3220367,62952639,12.758684,.74511081,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2002_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2002_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2002,2002,2002,2002,consumption,91.528,9.4080725,64069093,12.758684,.76251334,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2004_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2004_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2004,2004,2004,2004,consumption,108.06238,10.617796,64995303,12.758684,.79769021,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2006_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2006_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2006,2006,2006,2006,consumption,132.49858,11.901447,65812540,12.758684,.87258065,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2007_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2007_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2007,2007,2007,2007,consumption,134.97742,11.858296,66182064,12.758684,.89213985,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2008_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2008_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2008,2008,2008,2008,consumption,150.44655,12.532007,66530980,12.758684,.94092643,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2009_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2009_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2009,2009,2009,2009,consumption,154.24451,12.961433,66866834,12.758684,.93271893,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2010_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2010_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2010,2010,2010,2010,consumption,164.38254,13.374696,67195032,12.758684,.96330953,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2011_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2011_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2011,2011,2011,2011,consumption,173.20415,13.575393,67518379,12.758684,1,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2012_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2012_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2012,2012,2012,2012,consumption,192.3503,14.634804,67835969,12.758684,1.030149,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2013_SES_V01_M_V02_A_PIP_PC-GPWG,THA_2013_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,2,2000 - 2013,2013,2013,2013,2013,consumption,199.6754,14.867295,68144519,12.758684,1.0526565,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2014_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2014_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2014,2014,2014,2014,consumption,203.10719,14.841549,68438748,12.758684,1.072606,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2015_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2015_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2015,2015,2015,2015,consumption,210.6805,15.534829,68714519,12.758684,1.0629479,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2016_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2016_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2016,2016,2016,2016,consumption,211.26048,15.548341,68971313,12.758684,1.0649478,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2017_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2017_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2017,2017,2017,2017,consumption,215.9631,15.789345,69209817,12.758684,1.0720365,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2018_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2018_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2018,2018,2018,2018,consumption,214.75169,15.535496,69428454,12.758684,1.0834419,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2019_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2019_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2019,2019,2019,2019,consumption,216.96324,15.585337,69625581,12.758684,1.0910988,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
THA_2020_SES_V01_M_V01_A_PIP_PC-GPWG,THA_2020_SES_D1_CON_GPWG,EAP,EAP,THA,SES,national,3,2014 - 2020,2020,2020,2020,2020,consumption,219.75717,15.920715,69799978,12.758684,1.0818688,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_1999_TLSS_V01_M_V01_A_PIP_PC-GPWG,TJK_1999_TLSS_D1_CON_GPWG,ECA,ECA,TJK,TLSS,national,0,1999 - 2015,1999,1999,1999,1999,consumption,.42262667,2.180789,6119664,1.7864366,.1084815,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_2003_TLSS_V01_M_V01_A_PIP_PC-GPWG,TJK_2003_TLSS_D1_CON_GPWG,ECA,ECA,TJK,TLSS,national,0,1999 - 2015,2003,2003,2003,2003,consumption,1.4990609,3.2180638,6541550,1.7864366,.26075763,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_2004_HBS_V01_M_V01_A_PIP_PC-GPWG,TJK_2004_HBS_D1_CON_GPWG,ECA,ECA,TJK,HBS,national,1,2004,2004,2004,2004,2004,consumption,2.1273279,4.2623606,6662391,1.7864366,.27938086,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_2007_TLSS_V01_M_V01_A_PIP_PC-GPWG,TJK_2007_TLSS_D1_CON_GPWG,ECA,ECA,TJK,TLSS,national,0,1999 - 2015,2007,2007,2007,2007,consumption,5.6332955,4.8384237,7062667,1.7864366,.65173501,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_2009_TLSS_V01_M_V02_A_PIP_PC-GPWG,TJK_2009_TLSS_D1_CON_GPWG,ECA,ECA,TJK,TLSS,national,0,1999 - 2015,2009,2009,2009,2009,consumption,8.5116005,5.7007675,7364752,1.7864366,.83577681,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TJK_2015_HSITAFIEN_V01_M_V02_A_PIP_PC-GPWG,TJK_2015_HSITAFIEN_D1_CON_GPWG,ECA,ECA,TJK,HSITAFIEN,national,0,1999 - 2015,2015,2015,2015,2015,consumption,14.86928,6.6771522,8454019,1.7864366,1.2465539,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TKM_1998_LSMS_V02_M_V02_A_PIP_PC-HIST,TKM_1998_LSMS_D1_CON_HIST,ECA,ECA,TKM,LSMS,national,0,1998,1998,1998,1998,1998,consumption,6846.168,2.6436875,4413477,1.4624978,1770.6887,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TLS_2001_TLSS_V01_M_V04_A_PIP_PC-GPWG,TLS_2001_TLSS_D1_CON_GPWG,EAP,EAP,TLS,TLSS,national,0,2001 - 2014,2001,2001,2001,2001,consumption,.82532543,2.9193559,901214,.50209588,.56305593,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TLS_2007_TLSLS_V02_M_V01_A_PIP_PC-GPWG,TLS_2007_TLSLS_D1_CON_GPWG,EAP,EAP,TLS,TLSLS,national,0,2001 - 2014,2007,2007,2007,2007,consumption,.96856976,2.566572,1036388,.50209588,.751607,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TLS_2014_TLSLS_V01_M_V02_A_PIP_PC-GPWG,TLS_2014_TLSLS_D1_CON_GPWG,EAP,EAP,TLS,TLSLS,national,0,2001 - 2014,2014,2014,2014,2014,consumption,1.9752859,3.1438107,1174333,.50209588,1.2513734,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TON_2000_HIES_V01_M_V03_A_PIP_PC-GPWG,TON_2000_HIES_D1_CON_GPWG,EAP,EAP,TON,HIES,national,0,2000,2000,2000,2000.75,2000-2001,consumption,8.1291018,10.405135,97962,1.6387174,.47675008,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
TON_2009_HIES_V01_M_V05_A_PIP_PC-GPWG,TON_2009_HIES_D1_CON_GPWG,EAP,EAP,TON,HIES,national,1,2009 - 2015,2009,2009,2009,2009,consumption,14.472627,9.7172613,103897,1.6387174,.90886509,national,national,national,national,national,national,micro,,FALSE,TRUE,FALSE,1
